la	lb
sain1246	anti1245
sain1246	isla1278
sais1237	atay1247
sais1237	papo1239
saja1240	kham1290
saja1240	nefa1235
saja1241	bera1262
saja1241	bolo1268
saka1283	anga1288
saka1283	loth1237
saka1283	nyis1236
saka1287	kemp1234
saka1287	lang1335
saka1289	koro1308
saka1289	lore1244
saka1291	bush1250
saka1291	mada1271
saka1292	gusa1246
sake1247	fang1246
sake1247	kand1300
sakh1245	ainu1240
sakh1245	orok1265
saki1248	arik1265
saki1248	mure1235
sala1264	bona1250
sala1266	ilaa1246
sala1266	lenj1248
sala1268	luba1249
sala1268	luna1244
sala1269	hoti1237
sala1269	masi1266
sala1272	medi1245
sala1273	kepk1241
salc1238	cent1972
salc1238	lish1246
sale1244	nort2867
sali1253	baym1241
sali1253	nort2969
sali1253	plai1259
sali1295	bwan1241
sali1295	oyao1237
sali1298	guah1255
sali1298	piap1246
salt1242	goli1247
salt1242	noma1262
salu1253	pado1242
salu1253	raha1237
salv1237	pipi1250
sama1240	isir1237
sama1240	mass1263
sama1295	kats1235
sama1296	anuu1241
sama1296	rian1261
sama1300	bolo1261
sama1300	kimb1241
sama1313	jord1238
sama1313	lish1247
sama1314	doma1258
sama1314	sama1313
samb1305	gaaa1245
samb1307	ahwa1235
samb1307	numa1252
samb1311	diri1253
samb1311	peer1241
samb1311	samb1305
samb1315	bora1271
samb1315	rend1243
samb1321	bari1298
samb1321	erav1244
same1240	limi1243
same1240	maru1249
samm1244	bong1291
samm1244	pula1267
samo1303	beam1240
samo1303	goba1246
samo1303	kubo1242
samo1305	niua1241
samo1306	kare1341
samo1306	muru1273
samp1249	bant1281
samp1249	chuk1270
samp1249	east2347
samp1249	koii1238
samt1238	awac1238
samt1238	blan1242
samt1238	ruch1235
samv1238	decc1239
samv1238	konk1267
sana1286	amat1238
sana1286	mixt1426
sana1286	ozol1235
sana1295	jaba1234
sana1295	jude1267
sana1297	prov1243
sanb1241	coat1243
sanb1241	loxi1235
sanb1242	bugl1243
sand1273	buru1320
sand1273	gogo1263
sand1273	nyat1246
sand1278	isth1244
sanf1258	sand1278
sanf1262	atzi1235
sanf1264	chaz1235
sanf1264	coyo1236
sang1320	lahu1253
sang1320	muda1235
sang1328	band1344
sang1328	ganz1247
sang1328	geme1244
sang1329	izor1238
sang1329	jere1244
sang1329	lere1241
sang1331	luba1250
sang1333	bubi1250
sang1337	sang1336
sang1339	jang1257
sang1344	ishk1246
sani1265	lipo1242
sani1265	miqi1235
sani1265	sama1295
sani1269	azhe1235
sani1269	nort3244
sani1270	beri1253
sani1270	peii1238
sanj1281	chay1249
sanj1281	ipal1235
sanj1281	pino1237
sanj1285	mezo1235
sanj1286	huau1238
sanj1286	maza1296
sanj1286	nort2958
sank1253	bamb1269
sank1253	kura1250
sanm1289	hibi1243
sanm1289	muni1258
sanm1289	pano1255
sanm1294	huit1252
sanm1298	chic1273
sanm1298	copa1237
sanm1298	mixt1425
sanm1301	sanl1248
sanm1305	bugl1243
sanp1260	ipal1235
sanp1261	juqu1238
sans1269	decc1239
sans1269	niha1238
sans1269	pard1243
sans1271	marw1256
sans1271	merw1238
sans1272	koon1244
sant1410	orao1237
sant1422	sand1278
sant1422	sanm1287
sant1423	coyo1236
sant1423	sanm1301
sant1424	elna1235
sant1432	abip1241
sant1432	lule1238
sant1432	mill1237
sant1433	ambo1252
sant1433	clas1251
sant1436	guer1243
sant1436	sanp1260
sant1439	atat1238
sant1439	sanm1295
sant1447	asun1236
sant1447	ocot1244
sant1448	cajo1238
sant1450	mitl1236
sant1450	sant1448
sant1451	high1242
sant1451	lapa1249
sant1454	chig1239
sant1454	sanf1264
sanu1240	bani1255
sanu1240	curr1243
sanv1242	coat1243
sanv1242	east2558
saoc1239	patt1249
saop1235	otii1244
saot1239	ango1258
saot1239	prin1242
sapa1251	haru1244
sapa1251	latu1237
sapa1251	nusa1245
sapa1254	nina1238
sapa1254	pemo1248
sape1238	arut1244
sape1238	maqu1238
sapo1251	gbii1242
sapo1251	nort2810
sapo1253	haho1237
sapo1253	rapo1238
sapo1254	bong1287
sapo1254	foau1240
sapo1254	papu1250
sapu1248	ngeq1245
sapu1248	oyyy1238
sara1319	fong1243
sara1319	kara1482
sara1319	rung1258
sara1321	kulf1238
sara1322	dagb1248
sara1322	horo1247
sara1322	sara1321
sara1323	awar1248
sara1326	koro1310
sara1327	sang1336
sara1327	sara1326
sara1329	beny1237
sara1329	rara1235
sara1331	iten1243
sara1331	paca1246
sara1340	cari1276
sara1340	guia1246
sara1340	ndyu1242
sari1246	ainu1251
sarl1241	koys1242
sarr1246	bagi1244
sarr1246	dayy1236
sars1236	plai1258
sart1249	bugu1246
sart1249	hrus1242
sart1249	lish1235
saru1242	bara1371
saru1243	bagu1252
saru1243	kare1341
saru1245	gada1262
sasa1247	igwe1238
sasa1247	ikpe1243
sasa1247	olom1241
sasa1249	beng1239
sass1235	logu1236
sata1237	kani1283
sata1237	pulu1242
sate1242	east2288
sate1242	gron1242
sate1242	nort2626
sate1243	apia1248
sate1243	mana1299
saud1238	baha1259
sauk1252	nimi1240
saur1248	pali1274
saur1249	bagh1251
saur1249	sant1410
saur1251	bara1375
saur1251	kofe1239
saus1246	asas1240
saus1247	foau1240
saus1247	kapo1250
saus1247	orya1242
savi1242	dame1241
savi1242	gawa1247
savi1242	kati1270
savo1255	bugh1239
savo1255	gela1263
savo1255	lavu1241
sawe1240	amba1265
sawe1240	rasa1243
sawi1256	kula1280
sawi1257	asue1235
sawi1257	atoh1238
sawk1238	ghad1239
sawk1238	liby1235
sawk1238	liby1240
saxw1241	cigb1235
saxw1241	gbes1238
saxw1241	kota1272
saya1246	bada1258
saya1246	jara1263
sayu1241	maza1292
sayu1241	olut1240
scan1238	dani1246
scan1238	kash1274
scot1243	manx1243
scot1245	faro1244
scot1245	hibe1235
seba1247	kaon1241
seba1247	lamb1271
seba1247	sang1331
seba1251	inor1238
sebe1242	java1254
sebe1242	keni1248
sebe1242	mual1241
sebo1238	bara1370
sebo1238	kaja1250
sebo1238	main1275
sebu1243	biat1246
sebu1243	remu1237
sech1246	pent1242
seco1241	abis1238
seda1262	hala1253
seda1262	katu1273
seda1262	reng1252
sedo1237	napu1241
seek1238	nort2787
sega1243	saja1241
sege1235	duri1243
sege1235	kala1256
sege1246	dhai1238
sege1246	digo1243
sehw1238	abro1238
sehw1238	anyi1245
seim1238	herm1237
seit1239	hitu1239
seit1239	laha1251
seka1247	argu1237
seka1247	ihaa1241
seka1248	puna1275
seka1250	babi1235
seka1250	beav1236
seke1240	lowa1242
seke1240	mana1288
seke1241	apma1240
seke1241	saaa1241
seki1238	mole1238
seki1238	ngum1255
seko1242	pana1303
seko1243	ramp1243
seko1243	seko1242
sekp1241	igoo1238
sekp1241	nawd1238
sela1253	mala1412
sela1259	dawe1237
sela1259	marg1251
sela1260	coas1295
sela1260	laiy1246
sele1249	logb1245
sele1249	nkon1245
sele1250	komb1273
selu1242	ford1242
selu1242	sela1259
sema1265	bate1262
sema1265	jahh1242
sema1266	chew1245
sema1266	mint1239
sema1269	java1254
sema1269	sang1339
semb1240	buru1304
semb1240	saba1263
semb1240	selu1243
seme1247	jaku1244
seme1247	nege1240
semi1264	merr1239
semi1264	nucl1594
semn1249	sang1315
semn1250	lano1248
semn1250	pena1248
semn1250	sabu1253
semp1241	dama1272
semp1241	nort2917
sena1262	jalk1242
sena1268	maza1291
sena1268	pers1244
sene1263	kate1253
sene1263	moma1243
sene1264	cayu1261
seng1275	andr1246
seng1275	hmar1241
seng1275	rong1266
seng1278	kemp1234
seng1278	kitu1246
seng1278	moic1236
seng1281	karo1298
seng1281	kaul1240
seng1284	buru1309
seng1284	hang1263
seng1285	naml1240
senh1238	ghom1257
sens1242	isco1239
sens1242	pano1255
sent1260	ngaw1239
sepa1241	lila1246
sepa1241	mana1295
sepa1241	nucl1458
sepe1240	arua1260
sepe1240	awar1249
sepe1240	kire1240
sepi1255	amal1242
sepi1255	nucl1453
sepi1255	papi1255
sera1259	bagr1243
sera1259	khet1238
sera1259	sans1271
sera1260	puar1240
serb1264	chur1257
serb1264	roma1241
serb1264	roma1327
sere1260	gamb1252
sere1260	saaf1238
sere1264	birr1240
sere1264	homa1239
sere1264	ngbe1238
seri1255	east2462
seri1257	coch1272
serr1255	cahu1264
serr1255	moha1256
seru1244	nucl1454
seru1244	sawe1240
seru1245	amah1245
seru1245	nila1244
seru1245	nort2864
seru1246	kala1391
sese1246	anta1255
sese1246	chim1312
sese1246	dhiv1236
seta1245	molm1235
seta1246	bimi1240
seta1246	faiw1243
seti1248	akkk1240
seve1240	nort2961
sewa1251	auhe1237
sewa1251	dobu1241
seze1235	bamb1262
seze1235	hozo1236
sgaw1245	pwon1235
sgaw1245	pwow1235
shaa1247	duhw1236
shaa1247	mund1334
shab1251	assy1241
shab1251	sarl1241
shab1252	maja1242
shah1253	kaja1247
shah1253	maza1291
shah1253	sang1315
shah1254	goza1238
shah1254	mara1373
shah1254	raza1238
shal1242	dass1243
shal1242	jara1263
sham1277	cori1240
sham1277	kago1247
sham1278	cind1241
sham1278	east2403
sham1278	hung1276
sham1280	safw1238
shan1244	chao1238
shan1274	japh1234
shan1274	nort2722
shan1277	paok1235
shan1277	ruch1235
shan1282	kagf1238
shan1282	kyen1242
shan1282	resh1242
shan1283	poya1241
shan1293	chin1283
shao1235	jian1240
shao1235	minz1235
shao1235	nanc1254
shar1244	butm1237
shar1244	mafe1237
shar1244	polo1242
shar1245	cash1254
shar1245	mach1268
shar1249	jimi1254
shas1239	karo1304
shas1239	klam1254
shat1244	katc1249
shat1244	logo1261
shat1244	ngil1242
shau1238	gwaa1239
shau1238	jere1244
shau1238	lere1241
shaw1249	pawn1254
shee1238	maca1262
sheh1240	bath1244
sheh1240	dhof1235
shek1243	dhun1238
shek1243	marw1260
shek1243	mewa1250
shek1244	benc1235
shek1244	shab1252
shek1245	shek1244
shel1236	iris1253
shen1247	bawm1236
shen1247	chak1270
shen1252	jurc1239
shen1252	rong1271
sher1257	hrus1242
sher1257	kach1279
sher1258	krim1238
shes1236	awad1243
shes1236	gama1251
shes1236	palp1242
shex1234	jixi1238
shex1234	nanj1234
shih1239	khol1241
shih1239	kumz1235
shih1239	luwa1238
shii1238	havu1238
shii1238	nyin1248
shik1242	geru1240
shik1242	jimi1255
shik1242	labi1245
shil1265	kooo1244
shil1265	maba1273
shil1265	nort2815
shin1264	bate1261
shin1264	buru1296
shin1264	puri1258
ship1254	capa1241
ship1254	sens1242
shol1240	kota1263
shom1245	cent1990
shon1251	kund1255
shoo1247	bile1244
shoo1247	como1258
shoo1247	nyam1285
shor1247	chul1246
shor1247	nort2686
shos1248	nort2954
shua1254	kala1384
shua1254	kuaa1238
shua1257	achu1248
shua1257	cana1262
shua1257	huam1247
shua1257	loja1235
shua1258	biao1254
shua1258	loud1234
shub1238	haaa1252
shub1238	hang1260
shug1248	ishk1246
shum1235	gran1245
shum1235	nort2646
shum1235	nort2666
shum1243	jang1254
shwa1239	heib1243
shwa1239	laro1243
shwe1236	anuu1241
shwe1236	pela1242
shwe1236	ruma1248
sial1240	karn1252
sial1240	nomu1240
sial1240	onoo1246
siam1242	nort2787
sian1254	busa1255
sian1254	dusu1269
sian1254	otda1235
sian1255	puna1278
sian1255	seka1248
sian1257	chua1250
siar1238	labe1239
siaw1243	abau1245
siaw1243	amto1250
siaw1243	iter1241
sibe1248	naas1242
sibu1258	daro1239
sibu1258	kano1244
sich1238	laze1238
sici1248	arbe1236
sici1248	malt1238
sici1248	puni1241
sici1249	bank1258
sici1249	jowu1238
sici1249	nort2787
sida1246	alab1254
sida1246	kach1284
siee1239	ifoo1237
siee1239	nort2847
sier1246	bull1247
sier1246	sher1258
sier1248	nort2958
sier1248	oriz1235
sier1248	sanj1285
sier1250	quio1240
sigh1238	duma1253
sigh1238	osam1235
siha1245	bauu1244
siha1245	kein1239
siha1245	mari1428
siha1245	muni1257
sihu1235	coro1247
sihu1235	nort2979
sika1261	gula1270
sika1262	lewo1244
sika1262	lioo1240
sika1263	erit1239
sika1263	kaiy1239
sika1263	kwer1263
sika1263	papa1269
sikk1242	grom1238
siks1238	kute1249
siks1238	plau1238
siks1238	sars1236
siku1242	achi1257
sila1247	mang1378
sila1247	phan1254
sila1250	juxt1235
sile1255	apal1256
sile1255	mumm1238
sili1247	mini1253
sili1249	hupl1238
sili1249	momu1241
silo1240	mate1260
silo1240	saru1243
silt1240	alab1254
silt1240	seba1251
sima1258	kxoe1243
sima1258	mbun1249
simb1254	eviy1235
simb1254	sang1333
simb1255	anka1246
simb1255	baru1267
simb1256	budi1249
simb1256	lung1249
sime1241	siku1242
sime1242	asko1238
sime1242	sibe1248
simt1238	hmar1241
simt1238	hran1239
sina1266	doro1266
sina1266	hula1239
sina1269	agii1245
sina1269	diaa1238
sina1271	chua1250
sina1271	domm1246
sind1270	aerr1238
sind1270	kach1272
sind1272	bhay1238
sind1277	sanj1282
sing1264	noct1238
sing1264	phak1238
sinh1246	dama1278
sinh1246	mala1544
sini1242	koro1298
sini1243	magd1235
sini1243	ocot1243
sins1241	asas1240
sins1241	kwat1244
sint1235	aust1252
siny1243	dars1235
siny1243	furr1244
siny1243	nucl1440
sion1247	jung1240
sion1247	maca1261
sion1247	napo1242
sion1247	seco1241
sioo1240	kumu1247
sioo1240	sele1250
sipa1247	agua1252
sipa1247	mamm1241
sira1266	eviy1235
sira1266	myen1241
sira1267	saar1237
sire1246	cent2128
sire1246	kere1280
sire1246	nauk1242
siri1273	jora1240
siri1278	jimi1255
siri1278	miya1266
sirm1239	hind1267
sirm1239	maha1287
sirm1239	mand1409
siro1249	araw1272
siro1249	dumu1246
sisi1250	baba1268
sisi1250	riri1237
siss1242	nort2780
siss1243	arop1242
siss1243	sera1260
siti1241	safa1243
situ1238	guan1266
situ1238	japh1234
siva1239	aves1237
siva1239	koro1296
siwa1245	sibe1248
siwi1239	awji1241
siwi1239	egyp1238
siwu1238	lele1264
siwu1238	nawd1238
siwu1238	sele1249
siyi1240	pait1244
skag1239	lush1252
skag1239	nook1247
skag1239	okan1243
skep1238	berb1259
skep1238	pata1262
skol1241	akka1237
skol1241	kemi1239
skol1241	kven1236
slav1254	bosn1245
slav1254	etru1241
slav1254	neap1235
slov1263	hung1263
slov1263	sint1235
slov1268	istr1245
slov1268	kajk1237
slov1269	carp1235
slov1269	slov1263
smal1236	hmon1264
smal1236	horn1235
smar1235	gunt1241
smar1235	ngka1235
snoh1241	halk1245
soaa1237	ngad1261
soaa1237	remb1250
soaa1237	riun1237
sobe1238	isir1237
sobe1238	kwes1245
sobe1238	liki1241
soca1235	bulu1251
soca1235	ewon1239
soca1235	kolc1235
sode1235	baba1263
sode1235	moin1241
sode1235	poke1238
soga1242	saam1283
sokk1239	jeng1241
sokk1239	nyah1249
sokk1239	sapu1248
soko1263	bare1279
soko1263	keng1240
soko1263	saru1245
soli1239	lenj1248
soli1239	sett1235
solo1257	haho1237
solo1257	peta1245
solo1258	amar1272
solo1262	ghar1239
solo1262	piji1239
solo1262	savo1255
solt1234	ayoq1235
solt1234	sanv1242
soma1255	maay1238
somm1240	saka1292
somr1240	chon1284
somr1248	gabr1253
somr1248	kwan1285
somr1248	mire1238
somy1238	bita1251
somy1238	njer1242
sona1244	kuan1249
sond1250	kwes1244
song1299	ding1239
song1299	mbal1257
song1300	bwel1238
song1300	lega1249
song1300	leng1258
song1303	cong1236
song1303	enya1247
song1305	bush1247
song1305	deng1250
song1305	nkut1238
sonh1238	kath1250
sonh1238	raji1240
sonh1238	raut1239
soni1259	bamb1269
soni1259	bedi1235
soni1259	kago1248
soni1260	beam1240
soni1260	kalu1248
soni1260	odoo1238
sons1242	pala1344
sooo1254	east2332
sooo1254	saek1240
sooo1256	ikkk1242
sooo1256	kara1483
sooo1256	poko1263
sopp1247	dana1254
sopp1247	fait1240
sopp1247	musa1266
soqo1240	dhof1235
sora1254	jura1242
sorb1250	aimo1244
sorb1250	andr1246
sorb1250	komi1270
sori1242	nyin1250
sork1239	lasg1238
sork1239	semn1249
sosk1235	boik1241
sosk1235	iatm1242
sosk1235	keak1239
sosk1235	koiw1243
sota1242	moro1289
sota1242	rema1238
sout1404	camt1236
sout1439	brun1235
sout1439	oyst1235
sout1549	andh1242
sout1549	mari1414
sout1549	nort2699
sout1555	nort1545
sout1555	qaua1234
sout1556	bouy1240
sout1556	phuk1235
sout2640	nort2645
sout2642	jadg1238
sout2642	lasi1242
sout2645	siva1239
sout2647	bakh1245
sout2647	sout2645
sout2649	pary1242
sout2668	guja1253
sout2668	nort2646
sout2671	ashk1246
sout2671	nort2665
sout2672	shum1235
sout2674	jamt1238
sout2689	mina1268
sout2689	shom1245
sout2692	biha1246
sout2692	cent1992
sout2692	koho1244
sout2692	maaa1253
sout2694	nort2686
sout2697	salc1238
sout2699	khor1269
sout2699	mogh1245
sout2711	farw1235
sout2711	mari1414
sout2715	bujh1238
sout2715	east2346
sout2722	alug1235
sout2722	phup1239
sout2722	qila1235
sout2723	enuu1235
sout2728	chen1267
sout2728	nort2722
sout2728	situ1238
sout2729	naxi1245
sout2729	shix1238
sout2730	dong1286
sout2730	qili1234
sout2734	kulu1253
sout2734	kurm1243
sout2741	caom1238
sout2741	chad1240
sout2750	kory1246
sout2750	nort2745
sout2754	aich1238
sout2754	sout2741
sout2755	cent2013
sout2755	nort1546
sout2755	sout1555
sout2756	aoua1234
sout2756	qaua1234
sout2770	gana1268
sout2770	pall1243
sout2771	sout2770
sout2774	abur1244
sout2778	band1352
sout2778	nort2765
sout2782	duli1241
sout2782	nimb1256
sout2784	bolo1263
sout2784	lito1235
sout2785	gbay1281
sout2785	kako1242
sout2785	nort2775
sout2787	ndun1249
sout2787	nort2774
sout2790	malb1235
sout2790	siti1241
sout2795	daga1272
sout2795	siss1242
sout2797	seek1238
sout2797	siam1242
sout2807	gail1235
sout2808	pedi1238
sout2808	sout1404
sout2826	gbol1235
sout2826	plap1239
sout2828	alur1250
sout2828	arin1244
sout2828	lugb1240
sout2832	ndog1248
sout2832	nort2816
sout2833	beli1257
sout2833	reel1238
sout2834	nuer1246
sout2834	sout2833
sout2840	bolo1266
sout2840	maas1239
sout2840	seek1238
sout2844	lyel1241
sout2844	maty1235
sout2844	maya1281
sout2856	eton1255
sout2856	mele1250
sout2856	nort2836
sout2857	malf1237
sout2857	nati1244
sout2859	nort2839
sout2859	paam1238
sout2859	port1286
sout2866	nort2845
sout2869	kwam1252
sout2877	anga1290
sout2877	damb1246
sout2877	kama1360
sout2883	dawe1237
sout2883	empl1237
sout2883	nort2860
sout2895	huau1237
sout2895	nila1244
sout2895	sepa1242
sout2895	seru1245
sout2896	lama1279
sout2896	levu1239
sout2905	maga1263
sout2905	nort2875
sout2908	butb1235
sout2908	lubu1243
sout2912	mtir1236
sout2912	nort2883
sout2916	cent2091
sout2916	molb1237
sout2932	ineb1235
sout2932	kwam1254
sout2932	molm1235
sout2932	seti1248
sout2940	mand1444
sout2940	mand1445
sout2941	eder1237
sout2943	gads1258
sout2943	kama1370
sout2943	nort2920
sout2949	bara1378
sout2954	nort2935
sout2956	nort2938
sout2957	nort2941
sout2958	bell1243
sout2958	carr1249
sout2958	chil1280
sout2959	beav1236
sout2959	chip1261
sout2959	dogr1252
sout2961	lipa1241
sout2961	piro1248
sout2971	lowl1265
sout2971	nort2959
sout2972	nort2959
sout2973	nort2958
sout2973	oriz1235
sout2973	sanj1285
sout2973	sier1248
sout2977	sant1424
sout2977	sout2972
sout2977	sout2976
sout2978	algo1255
sout2978	moos1236
sout2978	nort1552
sout2982	lake1258
sout2984	east2545
sout2984	sout2982
sout2985	nise1244
sout2985	nort2968
sout2986	chal1270
sout2986	esse1238
sout2986	nort2969
sout2990	ando1255
sout2991	chip1262
sout2991	kunz1244
sout2992	huam1248
sout2992	nort2979
sout2994	mama1278
sout2994	otuk1240
sout2994	pare1272
sout2996	puqu1242
sout2999	cent2145
sout2999	mezq1235
sout3000	atat1238
sout3000	chic1273
sout3000	sant1436
sout3001	chaz1235
sout3001	nort2986
sout3001	sant1454
sout3002	maza1294
sout3004	rinc1236
sout3005	sanj1284
sout3005	sout3004
sout3010	east2563
sout3010	koho1244
sout3051	gida1247
sout3051	mbed1242
sout3123	jord1238
sout3123	jude1266
sout3210	ekaa1234
sout3210	nucl1290
sout3210	sama1296
sout3236	ganz1246
sout3250	cent2009
sout3250	daiz1235
sout3250	east2363
sout3250	guib1244
sout3250	guib1245
sout3250	lian1252
sout3250	liuj1238
sout3250	liuq1235
sout3250	nann1239
sout3250	nong1247
sout3250	qiub1238
sout3251	lowe1395
sout3251	nort3270
sout3253	cent2322
souu1238	kave1238
souu1238	lave1249
souu1238	nyah1249
sowa1244	apma1240
sowa1244	hano1246
soya1236	apas1235
soya1236	choc1279
soya1237	ixca1246
span1263	extr1243
span1263	moza1249
span1263	quin1236
spok1245	coeu1236
spok1245	colu1241
squa1248	lill1248
squa1248	sech1246
sran1240	cari1275
sril1237	dama1278
sril1237	kani1275
sril1237	mala1544
sril1245	sril1237
stan1288	cata1241
stan1288	iber1250
stan1289	arag1245
stan1289	iber1250
stan1289	occi1239
stan1290	bret1244
stan1290	fren1243
stan1290	inte1239
stan1293	pola1249
stan1295	bava1246
stan1295	czec1253
stan1306	kena1236
stan1306	sela1253
stan1318	hija1235
stan1318	najd1235
stan1318	saud1238
stel1238	dren1238
stel1238	sall1238
stod1241	kana1283
stod1241	lahu1250
stod1241	spit1240
ston1242	sars1236
ston1242	shus1248
stra1244	clal1241
stra1244	maka1318
stra1244	squa1248
suab1238	pura1253
suar1238	oksa1245
suau1242	buhu1237
suba1238	sing1266
suba1252	kuri1259
suba1252	luok1236
suba1252	suba1238
subi1246	domb1246
subi1246	lozi1239
subt1250	lenc1242
subt1250	nica1238
suda1236	mero1237
suda1236	oldn1245
suda1237	bela1256
suda1237	bogu1241
suda1237	homa1239
suda1237	moda1242
sude1239	nimo1246
suen1241	numb1247
suga1248	peer1241
suga1249	bopa1235
suga1249	mian1256
suga1249	pyuu1245
sugu1243	dump1242
sugu1243	kota1278
suii1243	bouy1240
suii1243	cent2009
suii1243	east2363
suii1243	guib1244
suii1243	guib1245
suii1243	lian1252
suii1243	liuj1238
suii1243	liuq1235
suii1243	maan1239
suii1243	qiub1238
suki1245	arii1243
suki1245	neme1244
suku1259	ngon1267
suku1259	samb1309
suku1259	sond1250
suku1261	kere1283
suku1264	adze1240
suku1264	awar1248
suku1272	hdii1240
sula1245	huku1237
sula1245	mang1408
sulk1246	mako1250
sulk1246	simb1259
sulo1237	akla1241
sulo1237	atii1237
sulo1237	capi1239
sulu1241	chug1252
sulu1241	sart1249
suma1264	gbay1286
suma1264	gbay1287
suma1264	kaba1281
suma1269	alam1246
suma1269	biso1243
suma1270	dana1254
suma1270	gira1247
sumb1240	nyam1276
sumb1240	shub1238
sumb1241	sasa1249
sume1241	gulf1241
sume1241	jewi1240
sume1241	sout2640
sumi1235	aona1235
sumi1235	khez1235
sumi1235	loth1237
sumi1235	sang1321
sumi1235	sout2732
suna1241	bhot1235
suna1241	gahr1239
suna1241	shum1243
sund1252	beta1252
sund1252	indo1316
sunw1242	jire1238
sunw1242	kaga1252
suoy1242	cent1989
suoy1242	saoc1239
supy1237	bama1249
supy1237	bank1258
supy1237	duun1242
surb1238	dars1235
surb1238	kend1253
surb1238	nucl1440
surg1248	fore1274
surg1248	selk1253
suri1267	dizi1235
suri1267	kaci1244
surj1235	angi1238
surj1235	maga1260
surr1238	fyer1241
surr1238	ngas1240
surs1246	kono1269
surs1246	patp1243
surs1246	ramo1244
suru1258	bina1270
suru1258	piti1243
suru1261	apia1247
suru1261	apin1244
suru1261	para1315
suru1262	cint1239
suru1262	gavi1246
suru1262	kepk1241
suru1263	deni1241
suru1263	jama1261
suru1263	kata1270
susq1241	cayu1261
susq1241	penn1240
susu1250	baga1273
susu1250	jaha1245
susu1251	bian1252
susu1251	kuma1278
suun1239	doon1238
suun1239	sans1272
suwa1241	bala1315
suwa1241	bint1245
suwa1241	bola1252
suya1243	ikpe1245
suzh1234	hang1257
suzh1234	shan1293
svan1243	kara1465
svan1243	ming1252
svan1243	osse1243
swab1242	main1267
swab1242	pala1330
swah1253	matu1259
swah1253	ngin1244
swam1239	seve1240
swat1243	rong1268
swed1236	norw1258
swed1236	scan1238
swed1254	livv1244
swed1254	swed1236
swis1235	lomb1257
swis1241	fran1260
swis1241	fren1243
swis1247	swis1240
swis1247	swis1241
syan1242	kups1238
syan1242	masa1299
sydn1236	hawk1239
sydn1236	nort2760
sylh1242	khas1269
sylh1242	pnar1238
syri1242	dima1251
syri1242	pnar1238
syri1242	simt1238
taab1238	bwil1245
taab1238	fipa1238
taba1259	aghu1253
taba1259	darg1241
taba1259	jude1256
taba1263	ibuu1240
taba1263	modo1249
taba1265	fran1266
taba1265	isth1241
taba1265	taba1264
taba1266	chol1282
taba1266	taba1264
taba1268	sout3004
tabl1243	mekw1241
tabl1243	nucl1632
tabo1241	bamu1257
tabo1241	gogo1265
tabr1243	iatm1242
tabr1243	mekm1240
taca1256	nort2976
taca1257	sanm1295
taca1257	sind1277
tach1249	kaby1243
tach1249	sene1271
tach1250	guan1277
tach1250	kora1291
tach1250	moro1242
tada1238	koyr1242
tady1237	east2482
taee1237	lemo1243
taee1237	seko1243
tafi1243	adan1248
tafi1243	guaa1238
tafi1243	nyan1302
taga1268	kala1388
taga1268	sara1326
taga1270	alab1246
taga1270	remo1247
taga1270	tady1237
taga1272	gian1241
taga1272	obom1235
taga1273	okol1241
taga1273	palu1253
taga1273	selu1243
tagb1255	kari1306
tagb1258	bata1301
tagb1258	broo1239
tagd1238	cent2018
tagi1240	kask1239
tagi1240	sout2957
tagi1241	bori1243
tagi1241	mila1245
tago1246	afit1238
tago1246	koal1240
tagw1240	djim1235
tagw1240	jeri1242
tagw1240	mbre1244
taha1241	alge1240
taha1241	bilm1238
taha1241	ghad1239
tahi1242	aust1304
tahi1242	penr1237
tahl1239	seka1250
taia1239	kopa1248
taib1242	keta1243
taid1247	oduu1239
taid1247	phua1239
taid1248	hung1275
taid1249	muon1246
taid1249	nung1283
taid1249	phon1246
taid1250	hmon1333
taid1250	khan1274
taih1246	alug1235
taih1246	phal1256
taih1246	phup1237
taii1241	gant1244
taii1241	kala1397
taii1241	mari1435
taik1255	awyi1241
taik1255	nafr1241
tail1246	akha1245
tail1246	sang1320
tail1247	khmu1256
tail1247	taid1247
taim1250	bola1249
tain1252	blan1242
tain1252	kado1242
tain1253	akoy1238
tain1253	anka1246
tain1254	domi1236
tain1254	puer1237
taip1250	hung1275
taip1250	taim1250
tair1256	kaki1249
tair1256	opao1240
tait1248	taid1248
tait1248	taid1249
tait1250	asut1235
tait1250	duru1249
tait1250	saga1262
taiw1241	keta1243
taiy1242	alop1235
taiy1242	east2696
taiy1242	honi1244
taiy1243	jiny1235
taiz1242	afar1241
taiz1242	hadr1236
taiz1242	jude1267
taje1237	ledo1238
taji1245	krym1236
taji1245	sout2649
taji1246	pend1242
taji1246	taje1237
taji1248	sout2649
taju1238	gbii1242
take1255	asht1244
take1255	harz1239
take1255	kari1303
take1257	karo1304
taki1248	barg1252
taku1254	cuaa1241
taku1254	jehh1245
taku1257	nuku1258
takw1238	many1259
takw1238	mare1260
tala1285	lolo1264
tala1285	sang1336
tala1295	ajaw1236
tala1295	juuu1243
tali1257	east2332
tali1257	nort3270
tali1258	amba1263
tali1258	konz1239
tali1258	mvub1239
tali1259	leng1259
tali1259	mala1484
tali1262	bang1368
tali1262	kada1286
tall1235	lamb1276
tall1235	loja1235
tall1235	sech1236
tall1250	peee1238
tall1250	pyap1239
talo1250	lafo1243
talo1251	aral1243
talo1251	kalu1247
talo1251	mamu1255
